6158,6154,6142,6138,6134,6142,6122,6110,6102,6094,6090,6094,6069,6073,6057,6057,6061,6049,6065,6069,6065,6069,6065,6065,6077,6053,6057,6065,6073,6073,6065,6061,6057,6065,6069,6073,6069,6069,6065,6069,6057,6069,6069,6073,6073,6065,6065,6073,6061,6069,6077,6069,6069,6061,6045,6081,6077,6073,6061,6073,6077,6073,6061,6069,6069,6061,6049,6069,6061,6065,6073,6069,6069,6069,6053,6053,6057,6065,6065,6057,6061,6049,6069,6057,6053,6057,6053,6077,6065,6061,6061,6053,6057,6065,6065,6073,6069,6061,6065,6061,6069,6061,6086,6077,6102,6106,6114,6118,6122,6134,6138,6146,6150,6154,6170,6178,6178,6182,6198,6194,6211,6211,6219,6223,6231,6247,6247,6255,6247,6251,6255,6259,6259,6247,6267,6259,6247,6247,6251,6251,6243,6247,6235,6243,6247,6243,6243,6231,6243,6255,6251,6235,6239,6243,6239,6239,6227,6227,6239,6231,6235,6231,6227,6243,6223,6231,6239,6227,6247,6223,6239,6223,6223,6231,6231,6235,6231,6219,6235,6231,6227,6227,6219,6227,6211,6219,6211,6215,6211,6219,6219,6223,6207,6198,6211,6219,6198,6211,6207,6211,6215,6211,6215,6219,6219,6215,6198,6203,6219,6219,6219,6211,6211,6211,6211,6211,6194,6190,6203,6198,6190,6194,6190,6194,6194,6194,6190,6194,6178,6182,6178,6190,6186,6182,6174,6174,6174,6178,6162,6154,6166,6166,6174,6170,6166,6174,6174,6150,6158,6146,6146,6162,6142,6150,6154,6146,6130,6150,6146,6138,6126,6150,6134,6150,6142,6138,6134,6138,6138,6142,6126,6130,6134,6130,6122,6134,6126,6130,6134,6158,6158,6154,6158,6162,6170,6162,6174,6186,6182,6182,6178,6178,6170,6186,6182,6166,6162,6174,6170,6170,6166,6162,6158,6158,6142,6142,6146,6158,6150,6134,6150,6130,6134,6146,6142,6138,6146,6154,6138,6134,6146,6142,6134,6146,6154,6154,6154,6162,6158,6166,6170,6166,6174,6186,6182,6186,6174,6186,6178,6170,6190,6186,6194,6186,6182,6186,6190,6190,6186,6190,6182,6166,6158,6154,6158,6138,6142,6110,6114,6106,6110,6098,6094,6094,6122,6114,6098,6114,6110,6106,6114,6130,6134,6130,6130,6118,6134,6138,6150,6150,6166,6134,6154,6150
6146,6154,6142,6142,6126,6118,6114,6102,6110,6098,6098,6086,6077,6081,6065,6065,6061,6065,6061,6049,6069,6069,6061,6069,6061,6069,6069,6057,6057,6069,6069,6061,6057,6065,6061,6069,6077,6077,6057,6069,6081,6065,6065,6073,6057,6061,6073,6065,6073,6065,6057,6069,6061,6073,6065,6065,6077,6069,6069,6073,6061,6057,6061,6073,6065,6061,6069,6053,6073,6081,6069,6065,6061,6069,6061,6061,6061,6065,6061,6065,6061,6053,6057,6065,6069,6061,6057,6061,6053,6077,6069,6053,6057,6061,6073,6065,6057,6061,6057,6073,6073,6081,6081,6081,6098,6110,6122,6118,6142,6138,6142,6142,6178,6170,6174,6182,6190,6198,6194,6211,6227,6227,6227,6239,6247,6239,6247,6259,6255,6263,6259,6275,6263,6259,6271,6247,6251,6251,6267,6259,6259,6271,6255,6251,6243,6247,6255,6243,6243,6235,6239,6259,6247,6235,6251,6255,6247,6239,6227,6239,6227,6247,6231,6235,6243,6251,6247,6239,6243,6235,6239,6251,6235,6235,6235,6235,6243,6223,6235,6227,6219,6239,6231,6227,6219,6227,6219,6207,6219,6219,6215,6219,6211,6219,6223,6219,6219,6211,6215,6223,6227,6194,6203,6223,6211,6198,6211,6198,6207,6198,6190,6211,6198,6198,6203,6211,6198,6198,6203,6203,6194,6190,6194,6194,6190,6198,6186,6194,6190,6174,6190,6174,6174,6178,6174,6174,6170,6170,6166,6158,6162,6150,6162,6154,6150,6158,6162,6154,6150,6150,6150,6150,6146,6150,6154,6150,6142,6154,6146,6146,6134,6138,6134,6138,6138,6142,6138,6130,6142,6138,6126,6138,6118,6130,6118,6126,6126,6134,6126,6142,6146,6158,6146,6162,6158,6170,6182,6170,6174,6170,6174,6174,6186,6174,6178,6178,6174,6166,6162,6166,6166,6154,6166,6158,6134,6146,6146,6134,6142,6154,6138,6138,6138,6138,6138,6134,6142,6130,6138,6130,6142,6138,6158,6150,6146,6154,6150,6170,6158,6162,6158,6166,6162,6174,6178,6170,6166,6174,6203,6186,6190,6186,6190,6194,6194,6203,6190,6186,6190,6178,6186,6158,6158,6154,6138,6122,6122,6102,6114,6094,6086,6086,6090,6094,6086,6098,6098,6098,6106,6094,6098,6102,6114,6118,6110,6118,6118,6122,6126,6126,6134,6130,6130,6122
6146,6130,6126,6126,6118,6110,6114,6102,6094,6094,6098,6081,6086,6073,6061,6061,6061,6049,6065,6065,6061,6049,6053,6057,6065,6065,6081,6065,6077,6077,6065,6061,6073,6065,6057,6065,6086,6061,6045,6065,6069,6065,6073,6069,6061,6065,6061,6081,6069,6061,6077,6057,6061,6061,6065,6077,6069,6065,6073,6065,6069,6061,6069,6073,6069,6073,6069,6061,6077,6057,6069,6069,6069,6069,6053,6069,6065,6065,6053,6053,6057,6065,6077,6065,6073,6069,6061,6065,6053,6053,6069,6057,6069,6045,6053,6061,6069,6073,6069,6065,6094,6086,6098,6106,6106,6122,6122,6122,6130,6154,6162,6146,6178,6174,6174,6198,6190,6211,6211,6207,6227,6231,6239,6247,6255,6251,6255,6267,6267,6291,6279,6275,6275,6283,6271,6275,6255,6267,6279,6267,6267,6263,6263,6267,6255,6283,6259,6247,6275,6255,6255,6243,6263,6255,6251,6235,6247,6255,6263,6247,6239,6243,6247,6251,6251,6251,6259,6263,6247,6255,6243,6255,6251,6239,6247,6239,6247,6239,6231,6231,6239,6223,6231,6235,6227,6227,6239,6231,6223,6223,6227,6207,6215,6227,6227,6211,6203,6207,6211,6223,6219,6219,6223,6223,6207,6211,6215,6219,6215,6211,6215,6219,6223,6198,6207,6215,6207,6203,6215,6211,6207,6190,6194,6198,6190,6182,6194,6178,6190,6186,6182,6178,6162,6182,6174,6178,6158,6178,6166,6166,6174,6166,6162,6162,6162,6154,6166,6158,6138,6158,6154,6150,6142,6158,6154,6142,6142,6142,6138,6146,6142,6162,6138,6150,6154,6146,6126,6142,6130,6130,6110,6130,6134,6118,6122,6150,6138,6142,6130,6138,6150,6162,6142,6158,6166,6174,6162,6186,6190,6178,6186,6186,6186,6170,6182,6170,6170,6162,6178,6162,6158,6158,6158,6138,6150,6146,6138,6162,6138,6130,6146,6146,6142,6134,6138,6138,6126,6134,6130,6138,6142,6134,6154,6146,6146,6146,6166,6158,6162,6162,6166,6162,6182,6178,6166,6166,6174,6186,6194,6186,6203,6198,6190,6198,6194,6190,6198,6203,6194,6186,6162,6154,6150,6142,6122,6134,6102,6098,6110,6094,6086,6073,6090,6102,6098,6098,6081,6086,6102,6098,6090,6102,6090,6094,6106,6098,6122,6102,6118,6114,6106,6114,6122,6110
6122,6138,6114,6122,6110,6106,6114,6094,6114,6081,6081,6077,6081,6065,6053,6049,6073,6061,6057,6061,6053,6061,6061,6069,6065,6053,6061,6057,6069,6061,6061,6049,6053,6057,6065,6057,6065,6065,6053,6073,6069,6061,6061,6061,6061,6073,6073,6077,6073,6065,6061,6077,6053,6073,6073,6077,6069,6065,6045,6069,6069,6061,6065,6065,6057,6065,6065,6073,6073,6061,6081,6069,6077,6069,6061,6073,6077,6053,6061,6065,6061,6069,6061,6069,6057,6053,6086,6069,6065,6061,6053,6053,6057,6053,6061,6069,6073,6057,6073,6086,6086,6094,6110,6102,6114,6126,6122,6126,6150,6154,6166,6166,6178,6186,6194,6211,6211,6215,6231,6239,6239,6243,6251,6251,6271,6267,6267,6279,6271,6295,6275,6303,6291,6283,6291,6267,6283,6267,6283,6279,6283,6267,6283,6271,6267,6271,6259,6267,6259,6259,6263,6275,6267,6251,6275,6251,6263,6251,6263,6251,6263,6267,6255,6255,6259,6255,6263,6259,6259,6263,6243,6259,6251,6259,6255,6255,6251,6255,6239,6255,6251,6243,6235,6247,6235,6235,6235,6231,6239,6219,6231,6223,6219,6227,6219,6235,6219,6219,6211,6215,6211,6227,6219,6219,6231,6219,6215,6215,6219,6219,6211,6211,6207,6211,6207,6211,6194,6198,6194,6194,6198,6190,6190,6190,6198,6186,6182,6182,6178,6178,6178,6174,6190,6174,6170,6166,6170,6178,6162,6166,6162,6162,6166,6170,6166,6158,6154,6158,6158,6138,6178,6158,6154,6150,6146,6154,6142,6142,6142,6138,6138,6142,6142,6142,6134,6134,6118,6138,6134,6122,6134,6122,6138,6122,6118,6110,6122,6138,6138,6142,6146,6142,6166,6166,6182,6174,6178,6186,6174,6190,6186,6186,6170,6174,6178,6170,6186,6166,6174,6158,6154,6142,6154,6154,6154,6146,6142,6146,6138,6134,6134,6142,6130,6126,6154,6134,6138,6134,6154,6134,6142,6150,6150,6146,6142,6162,6154,6154,6158,6178,6178,6174,6178,6190,6182,6182,6170,6194,6190,6182,6182,6186,6182,6190,6198,6190,6182,6186,6194,6178,6158,6150,6138,6138,6130,6114,6110,6102,6094,6081,6081,6086,6081,6073,6090,6077,6069,6086,6081,6090,6086,6090,6086,6106,6098,6090,6098,6094,6094,6094,6106,6106,6086,6094
6138,6118,6118,6114,6098,6098,6098,6090,6081,6081,6049,6081,6073,6073,6057,6065,6065,6061,6061,6065,6069,6057,6065,6069,6041,6073,6069,6057,6065,6061,6069,6049,6073,6057,6069,6057,6065,6065,6057,6065,6065,6061,6069,6057,6065,6073,6073,6073,6069,6061,6057,6081,6049,6081,6073,6053,6073,6061,6065,6065,6069,6057,6065,6065,6069,6073,6053,6061,6065,6069,6081,6073,6073,6065,6077,6061,6069,6065,6061,6069,6061,6061,6069,6057,6069,6069,6077,6073,6057,6061,6041,6069,6065,6057,6065,6057,6061,6065,6069,6077,6090,6094,6106,6114,6114,6122,6138,6142,6162,6158,6158,6178,6182,6203,6203,6207,6231,6223,6211,6235,6247,6251,6263,6267,6275,6263,6275,6295,6291,6295,6295,6295,6283,6291,6291,6287,6291,6287,6283,6283,6271,6283,6283,6275,6287,6279,6275,6275,6267,6271,6283,6275,6275,6279,6275,6271,6287,6259,6259,6279,6279,6279,6275,6271,6267,6271,6275,6271,6259,6263,6279,6279,6275,6267,6271,6275,6263,6255,6255,6243,6255,6259,6255,6251,6247,6243,6247,6239,6243,6239,6235,6235,6235,6219,6235,6239,6243,6235,6227,6231,6235,6219,6235,6215,6231,6223,6219,6211,6211,6219,6194,6215,6203,6207,6207,6203,6219,6198,6223,6194,6198,6186,6190,6194,6194,6186,6194,6182,6174,6190,6186,6174,6166,6174,6166,6178,6182,6174,6166,6170,6170,6166,6154,6162,6146,6146,6158,6158,6150,6158,6142,6158,6154,6158,6158,6146,6138,6150,6150,6146,6154,6134,6150,6142,6142,6142,6134,6138,6138,6130,6138,6134,6122,6122,6138,6138,6134,6130,6126,6130,6162,6166,6166,6154,6150,6166,6162,6166,6178,6194,6182,6186,6186,6182,6174,6190,6166,6158,6158,6166,6150,6150,6142,6146,6146,6154,6138,6154,6134,6130,6138,6146,6142,6134,6130,6126,6130,6130,6134,6138,6150,6162,6150,6146,6170,6158,6166,6170,6158,6166,6170,6174,6178,6190,6170,6190,6178,6203,6203,6198,6198,6198,6190,6198,6190,6190,6194,6207,6190,6178,6166,6142,6134,6130,6118,6114,6098,6098,6081,6081,6081,6081,6073,6053,6081,6077,6069,6073,6073,6073,6069,6077,6077,6094,6065,6086,6077,6077,6094,6086,6090,6098,6090,6090
6126,6114,6114,6102,6110,6094,6094,6102,6094,6081,6061,6069,6065,6073,6057,6057,6069,6069,6073,6065,6065,6073,6057,6065,6053,6053,6065,6069,6057,6065,6065,6061,6073,6065,6073,6069,6061,6065,6053,6069,6081,6069,6069,6069,6069,6086,6094,6073,6061,6061,6077,6073,6073,6053,6053,6069,6069,6069,6061,6065,6073,6073,6065,6061,6061,6053,6077,6065,6065,6077,6053,6065,6081,6057,6061,6065,6073,6057,6061,6057,6065,6057,6069,6061,6077,6061,6065,6061,6061,6065,6049,6065,6061,6061,6053,6069,6061,6061,6077,6073,6094,6110,6110,6122,6122,6126,6138,6150,6166,6178,6174,6170,6198,6207,6215,6215,6215,6239,6251,6259,6251,6267,6259,6259,6283,6287,6299,6303,6291,6299,6291,6299,6291,6295,6299,6295,6287,6303,6295,6291,6307,6283,6287,6279,6279,6299,6283,6283,6291,6295,6279,6279,6279,6267,6275,6267,6267,6267,6271,6287,6279,6283,6283,6275,6283,6283,6283,6279,6271,6303,6295,6275,6283,6279,6267,6271,6283,6279,6283,6271,6251,6267,6259,6259,6255,6263,6255,6239,6239,6239,6251,6235,6239,6235,6243,6235,6235,6239,6223,6231,6243,6227,6239,6227,6227,6223,6231,6211,6211,6215,6207,6207,6219,6207,6194,6198,6203,6198,6207,6194,6215,6198,6186,6190,6178,6182,6190,6178,6174,6190,6170,6174,6178,6166,6166,6178,6174,6174,6174,6170,6158,6162,6150,6158,6154,6162,6158,6154,6162,6154,6146,6150,6146,6162,6142,6146,6158,6146,6138,6154,6146,6146,6150,6146,6134,6138,6138,6146,6130,6126,6130,6122,6114,6122,6130,6138,6138,6126,6130,6158,6146,6154,6158,6166,6170,6158,6178,6186,6182,6182,6182,6182,6174,6182,6186,6174,6174,6174,6158,6158,6166,6166,6158,6158,6158,6158,6146,6146,6138,6130,6138,6146,6134,6138,6142,6122,6142,6138,6150,6142,6150,6138,6150,6146,6142,6150,6162,6162,6166,6178,6190,6186,6190,6190,6198,6186,6198,6203,6186,6198,6194,6194,6203,6198,6190,6207,6198,6194,6198,6182,6170,6138,6142,6134,6118,6114,6098,6090,6098,6086,6086,6069,6065,6069,6077,6069,6086,6069,6061,6073,6077,6077,6065,6069,6069,6065,6069,6081,6081,6081,6073,6077,6077,6077
6114,6114,6102,6102,6094,6102,6106,6094,6086,6073,6061,6069,6061,6065,6057,6069,6069,6061,6069,6065,6073,6069,6065,6061,6065,6065,6061,6065,6053,6069,6081,6061,6073,6069,6073,6077,6065,6057,6053,6053,6065,6073,6069,6053,6069,6065,6073,6057,6081,6061,6073,6073,6065,6061,6069,6065,6073,6069,6077,6077,6061,6069,6069,6073,6077,6061,6057,6061,6057,6073,6057,6053,6073,6077,6061,6057,6073,6061,6061,6069,6065,6057,6069,6065,6057,6057,6065,6065,6061,6073,6069,6061,6053,6061,6049,6065,6065,6086,6077,6094,6090,6094,6110,6134,6142,6130,6154,6154,6158,6182,6186,6182,6198,6227,6215,6231,6251,6243,6251,6259,6275,6279,6283,6283,6299,6287,6307,6295,6307,6311,6311,6311,6295,6303,6299,6287,6303,6287,6307,6307,6291,6295,6295,6295,6295,6291,6303,6299,6299,6295,6295,6283,6279,6295,6283,6287,6291,6279,6279,6275,6279,6299,6291,6279,6279,6295,6283,6287,6295,6279,6295,6299,6299,6275,6275,6291,6283,6279,6271,6271,6283,6279,6263,6267,6275,6267,6259,6251,6259,6263,6243,6243,6243,6251,6235,6251,6239,6239,6239,6239,6239,6239,6235,6235,6235,6231,6227,6203,6211,6203,6190,6194,6190,6190,6186,6203,6203,6182,6194,6203,6198,6198,6203,6182,6190,6166,6190,6182,6182,6174,6186,6178,6186,6170,6174,6186,6170,6170,6170,6158,6146,6162,6166,6174,6166,6146,6154,6158,6150,6162,6146,6162,6138,6146,6162,6158,6146,6146,6138,6142,6142,6146,6158,6138,6142,6146,6142,6138,6130,6130,6134,6122,6118,6122,6122,6130,6126,6138,6126,6130,6154,6142,6154,6170,6162,6182,6170,6186,6190,6178,6174,6186,6170,6182,6182,6174,6178,6166,6158,6162,6154,6162,6162,6162,6138,6150,6150,6142,6150,6134,6146,6134,6138,6138,6150,6134,6130,6134,6134,6134,6146,6150,6150,6146,6158,6174,6174,6162,6182,6170,6186,6186,6178,6182,6194,6186,6190,6194,6194,6207,6186,6207,6198,6182,6194,6174,6203,6203,6194,6186,6170,6150,6154,6134,6130,6098,6106,6081,6081,6077,6073,6081,6061,6061,6065,6053,6069,6077,6061,6069,6057,6061,6061,6069,6069,6057,6069,6069,6061,6065,6061,6086,6081,6069
6110,6102,6106,6094,6098,6086,6081,6077,6081,6073,6073,6077,6057,6073,6049,6061,6073,6053,6061,6077,6057,6057,6065,6069,6065,6065,6057,6061,6073,6049,6069,6061,6065,6061,6065,6061,6053,6073,6057,6065,6061,6061,6065,6061,6081,6073,6073,6061,6073,6065,6053,6057,6069,6065,6065,6077,6073,6069,6061,6061,6073,6061,6073,6069,6049,6069,6065,6057,6061,6061,6073,6057,6073,6065,6061,6065,6065,6065,6065,6073,6065,6061,6065,6057,6073,6065,6073,6073,6065,6057,6061,6069,6053,6057,6057,6065,6065,6065,6073,6098,6102,6106,6126,6138,6134,6142,6150,6166,6178,6190,6190,6186,6223,6231,6227,6239,6251,6267,6263,6279,6283,6279,6303,6299,6311,6307,6303,6315,6307,6303,6315,6307,6311,6315,6323,6299,6307,6311,6311,6307,6307,6299,6295,6303,6299,6311,6303,6315,6295,6307,6299,6287,6303,6295,6291,6303,6299,6279,6287,6287,6295,6291,6295,6287,6303,6303,6295,6287,6303,6299,6295,6299,6303,6299,6291,6303,6299,6291,6287,6295,6291,6287,6275,6279,6275,6283,6287,6259,6267,6271,6263,6267,6263,6259,6259,6255,6243,6255,6251,6255,6243,6239,6239,6247,6239,6231,6219,6223,6211,6198,6190,6190,6178,6174,6182,6182,6186,6194,6207,6198,6186,6182,6203,6186,6178,6178,6182,6178,6174,6182,6170,6182,6162,6178,6170,6182,6162,6174,6166,6166,6158,6162,6170,6162,6162,6158,6150,6150,6166,6158,6142,6158,6150,6138,6154,6146,6150,6158,6138,6146,6158,6146,6134,6138,6138,6142,6142,6142,6134,6134,6118,6134,6130,6114,6126,6126,6122,6114,6138,6142,6154,6166,6154,6170,6178,6182,6178,6203,6186,6174,6194,6186,6182,6186,6186,6178,6174,6174,6166,6178,6162,6146,6158,6170,6154,6158,6146,6142,6138,6126,6138,6150,6138,6146,6146,6146,6134,6130,6134,6138,6146,6142,6146,6146,6162,6170,6182,6174,6178,6190,6182,6186,6207,6194,6186,6198,6198,6203,6211,6194,6190,6211,6198,6198,6203,6190,6203,6211,6190,6178,6158,6154,6142,6126,6126,6110,6106,6081,6073,6081,6086,6073,6073,6077,6077,6081,6065,6065,6069,6081,6073,6073,6069,6073,6049,6069,6061,6065,6069,6073,6077,6065,6065,6073
6110,6102,6102,6106,6086,6077,6081,6086,6077,6053,6069,6061,6061,6073,6065,6057,6065,6057,6061,6049,6057,6069,6057,6065,6061,6065,6061,6053,6073,6069,6065,6065,6053,6069,6061,6077,6069,6065,6057,6065,6061,6073,6081,6065,6069,6061,6077,6065,6077,6073,6061,6065,6081,6053,6073,6077,6081,6057,6073,6061,6073,6065,6057,6065,6065,6057,6065,6069,6065,6069,6065,6061,6061,6061,6061,6069,6065,6065,6081,6065,6057,6057,6065,6065,6061,6061,6061,6069,6061,6073,6053,6053,6065,6049,6061,6069,6081,6081,6090,6098,6110,6118,6130,6134,6134,6158,6174,6170,6186,6207,6203,6198,6211,6243,6239,6243,6247,6255,6263,6275,6279,6303,6291,6299,6311,6323,6311,6327,6311,6315,6315,6307,6320,6327,6307,6315,6307,6315,6315,6311,6311,6307,6315,6320,6320,6303,6320,6315,6311,6295,6303,6303,6291,6299,6299,6295,6299,6295,6295,6307,6295,6295,6303,6299,6307,6307,6303,6299,6320,6315,6311,6311,6307,6303,6303,6315,6307,6311,6303,6295,6295,6291,6295,6303,6283,6287,6279,6283,6271,6267,6275,6255,6267,6275,6259,6259,6263,6267,6255,6263,6263,6247,6247,6227,6239,6223,6227,6198,6203,6174,6174,6178,6182,6178,6182,6190,6186,6182,6174,6186,6186,6190,6186,6178,6174,6186,6182,6178,6190,6174,6170,6186,6170,6170,6194,6162,6166,6170,6178,6174,6162,6158,6170,6158,6146,6150,6158,6146,6150,6154,6146,6158,6150,6142,6142,6162,6154,6158,6138,6162,6154,6146,6146,6130,6150,6158,6130,6130,6138,6130,6146,6134,6126,6126,6126,6122,6134,6130,6134,6158,6150,6166,6162,6150,6158,6178,6162,6178,6194,6198,6186,6198,6190,6186,6186,6178,6174,6162,6178,6162,6166,6146,6154,6146,6150,6162,6142,6142,6146,6130,6138,6154,6138,6138,6142,6138,6134,6150,6142,6142,6150,6154,6158,6174,6162,6174,6182,6182,6178,6186,6194,6198,6190,6207,6203,6186,6203,6207,6203,6194,6203,6194,6207,6223,6198,6194,6194,6190,6190,6178,6158,6170,6134,6126,6122,6098,6098,6077,6081,6081,6065,6069,6065,6069,6077,6073,6053,6065,6069,6069,6061,6061,6061,6053,6049,6057,6061,6049,6061,6065,6061,6065,6065,6077
6098,6106,6110,6102,6069,6086,6086,6073,6073,6081,6073,6069,6057,6065,6057,6073,6077,6069,6073,6049,6069,6073,6061,6061,6065,6061,6061,6065,6069,6065,6077,6057,6065,6077,6073,6069,6073,6065,6057,6065,6069,6073,6073,6086,6069,6073,6065,6069,6086,6069,6057,6069,6077,6065,6061,6077,6061,6077,6057,6077,6073,6077,6077,6077,6061,6073,6073,6073,6065,6069,6069,6061,6065,6053,6073,6049,6069,6065,6069,6077,6077,6061,6065,6057,6057,6061,6057,6045,6069,6073,6065,6065,6065,6057,6069,6073,6065,6086,6102,6102,6122,6122,6142,6146,6154,6170,6174,6182,6194,6215,6211,6207,6227,6247,6247,6267,6263,6271,6271,6299,6291,6315,6303,6311,6327,6320,6323,6327,6327,6331,6327,6323,6327,6320,6320,6335,6331,6307,6327,6323,6323,6327,6315,6327,6320,6320,6311,6315,6320,6327,6320,6299,6315,6295,6323,6320,6315,6295,6291,6299,6303,6303,6315,6315,6320,6299,6307,6323,6327,6311,6323,6320,6320,6320,6323,6323,6311,6307,6311,6307,6315,6307,6311,6299,6287,6287,6295,6299,6283,6295,6283,6283,6275,6291,6283,6279,6279,6251,6259,6259,6243,6231,6215,6227,6219,6207,6207,6186,6170,6178,6178,6182,6182,6186,6182,6190,6182,6174,6162,6166,6174,6174,6166,6170,6170,6174,6190,6178,6174,6178,6174,6174,6162,6166,6174,6182,6178,6182,6166,6162,6170,6166,6166,6138,6170,6158,6158,6162,6150,6162,6166,6166,6158,6170,6150,6146,6146,6142,6146,6150,6142,6154,6146,6146,6146,6150,6138,6154,6122,6150,6122,6134,6114,6126,6126,6126,6126,6126,6134,6150,6158,6150,6158,6178,6174,6170,6178,6178,6207,6186,6194,6190,6194,6198,6182,6182,6182,6162,6166,6170,6174,6158,6170,6154,6154,6134,6154,6146,6146,6126,6150,6142,6130,6142,6146,6146,6150,6138,6142,6142,6150,6158,6166,6166,6174,6182,6186,6182,6190,6194,6207,6198,6203,6211,6190,6203,6211,6211,6215,6203,6194,6207,6211,6194,6207,6182,6198,6198,6174,6190,6178,6170,6154,6138,6134,6122,6106,6086,6081,6073,6069,6081,6081,6073,6073,6073,6061,6077,6077,6065,6069,6057,6061,6069,6061,6057,6065,6057,6061,6069,6061,6061,6057,6077
